09:00:58,IST,3,1.01,0.00,1.01,0.00,0.00,97.98
09:00:58,IST,4,1.98,0.00,1.98,0.00,0.00,96.04
09:00:58,IST,5,1.01,0.00,0.00,0.00,0.00,98.99
09:00:58,IST,6,6.00,0.00,1.00,0.00,0.00,93.00
09:00:58,IST,7,0.00,0.00,2.94,0.00,0.00,97.06
09:00:58,IST,CPU,%user,%nice,%system,%iowait,%steal,%idle
09:00:59,IST,0,5.00,0.00,1.00,0.00,0.00,94.00
09:00:59,IST,1,1.01,0.00,0.00,0.00,0.00,98.99
09:00:59,IST,2,0.00,0.00,0.00,0.00,0.00,100.00
09:00:59,IST,3,3.96,0.00,1.98,0.00,0.00,94.06
09:00:59,IST,4,9.18,0.00,0.00,0.00,0.00,90.82
09:00:59,IST,5,1.00,0.00,1.00,0.00,0.00,98.00
09:00:59,IST,6,3.03,0.00,0.00,0.00,0.00,96.97
09:00:59,IST,7,2.00,0.00,0.00,0.00,0.00,98.00
09:00:59,IST,CPU,%user,%nice,%system,%iowait,%steal,%idle
09:01:00,IST,0,9.80,0.00,0.98,0.00,0.00,89.22
09:01:00,IST,1,2.02,0.00,1.01,0.00,0.00,96.97
09:01:00,IST,2,2.00,0.00,1.00,0.00,0.00,97.00
09:01:00,IST,3,3.03,0.00,0.00,0.00,0.00,96.97
09:01:00,IST,4,2.02,0.00,1.01,0.00,0.00,96.97
09:01:00,IST,5,2.02,0.00,0.00,0.00,0.00,97.98
09:01:00,IST,6,1.01,0.00,0.00,0.00,0.00,98.99
09:01:00,IST,7,1.01,0.00,0.00,0.00,0.00,98.99
09:01:00,IST,CPU,%user,%nice,%system,%iowait,%steal,%idle
09:01:01,IST,0,9.18,0.00,0.00,0.00,0.00,90.82
09:01:01,IST,1,3.00,0.00,1.00,0.00,0.00,96.00
09:01:01,IST,2,0.00,0.00,1.01,0.00,0.00,98.99
09:01:01,IST,3,1.01,0.00,0.00,0.00,0.00,98.99
09:01:01,IST,4,2.02,0.00,0.00,0.00,0.00,97.98
09:01:01,IST,5,1.01,0.00,1.01,0.00,0.00,97.98
09:01:01,IST,6,1.98,0.00,1.98,0.00,0.00,96.04
09:01:01,IST,7,0.00,0.00,1.98,0.00,0.00,98.02
09:01:01,IST,CPU,%user,%nice,%system,%iowait,%steal,%idle
09:01:02,IST,0,0.00,0.00,1.01,0.00,0.00,98.99
09:01:02,IST,1,1.00,0.00,1.00,0.00,0.00,98.00
09:01:02,IST,2,4.00,0.00,1.00,0.00,0.00,95.00
09:01:02,IST,3,1.01,0.00,0.00,0.00,0.00,98.99
09:01:02,IST,4,13.00,0.00,1.00,0.00,0.00,86.00
09:01:02,IST,5,1.01,0.00,0.00,0.00,0.00,98.99
09:01:02,IST,6,2.00,0.00,1.00,0.00,0.00,97.00
09:01:02,IST,7,1.00,0.00,0.00,0.00,0.00,99.00
Average:,CPU,%user,%nice,%system,%iowait,%steal,%idle
Average:,0,5.31,0.00,0.80,0.00,0.00,93.89
Average:,1,1.41,0.00,0.80,0.10,0.00,97.69
Average:,2,1.81,0.00,0.70,0.00,0.00,97.49
Average:,3,2.52,0.00,0.60,0.00,0.00,96.88
Average:,4,5.73,0.00,0.70,0.00,0.00,93.57
Average:,5,0.91,0.00,0.40,0.00,0.00,98.69
Average:,6,3.00,0.00,0.60,0.00,0.00,96.40
Average:,7,1.80,0.00,0.90,0.00,0.00,97.30
